Module	Section	Sample Name	Source
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep3_F8_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep5_F10_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_GC_Rep1_G6_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep1_G6_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_BSL_Rep1_B7_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep1_F6_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_GC_Rep3_G9_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep3_G9_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep2_F7_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_RRTN_GC_Rep4_G10_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_RRTN_GC_Rep4_G10_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep4_B10_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_GC_Rep2_G8_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_GC_Rep2_G8_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep3_B9_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_LRTN_FLT_Rep4_F9_read_dist.out
RSeQC	read_distribution	Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_read_dist	/tmp/test194/work/62/b5782126b3acda046252c18aecd1af/mqc_in/Mmus_BAL-TAL_RRTN_BSL_Rep2_B8_read_dist.out
