Module	Section	Sample Name	Source
STAR	SummaryLog	GSM4486070	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486070_Log.final.out
STAR	SummaryLog	GSM4486064	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486064_Log.final.out
STAR	SummaryLog	GSM4486069	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486069_Log.final.out
STAR	SummaryLog	GSM4486073	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486073_Log.final.out
STAR	SummaryLog	GSM4486043	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486043_Log.final.out
STAR	SummaryLog	GSM4486068	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486068_Log.final.out
STAR	SummaryLog	GSM4486057	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486057_Log.final.out
STAR	SummaryLog	GSM4486059	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486059_Log.final.out
STAR	SummaryLog	GSM4486067	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486067_Log.final.out
STAR	SummaryLog	GSM4486056	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486056_Log.final.out
STAR	SummaryLog	GSM4486047	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486047_Log.final.out
STAR	SummaryLog	GSM4486072	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/9c/51d7355f38e59c44c1886b414b6f16/mqc_in/GSM4486072_Log.final.out
