Module	Section	Sample Name	Source
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep5_M30	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep5_M30_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep4_M28	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep4_M28_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep3_M27	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep3_M27_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep2_M26	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep2_M26_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep1_M25	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep1_M25_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep5_M40	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep5_M40_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep4_M39	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep4_M39_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep3_M38	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep3_M38_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep2_M37	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep2_M37_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep1_M36	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep1_M36_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_I_Rep2_M22	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep2_M22_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_I_Rep1_M21	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep1_M21_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_I_Rep2_M32	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep2_M32_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_I_Rep1_M31	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep1_M31_trimmed_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep5_M30_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep5_M30_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep4_M28_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep4_M28_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep3_M27_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep3_M27_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep2_M26_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep2_M26_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_C_Rep1_M25_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep1_M25_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep5_M40_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep5_M40_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep4_M39_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep4_M39_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep3_M38_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep3_M38_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep2_M37_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep2_M37_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_C_Rep1_M36_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep1_M36_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_I_Rep2_M22_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep2_M22_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_FLT_I_Rep1_M21_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep1_M21_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_I_Rep2_M32_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep2_M32_raw_fastqc.zip
FastQC	all_sections	Mmus_C57-6J_LVR_GC_I_Rep1_M31_raw	/tmp/glds48/work/1e/39c1212954f8f1906371d6435f062e/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep1_M31_raw_fastqc.zip
