Module	Section	Sample Name	Source
STAR	SummaryLog	Mmus_C57-6J_LVR_FLT_C_Rep4_M28	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep4_M28_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_GC_I_Rep1_M31	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep1_M31_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_GC_C_Rep5_M40	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep5_M40_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_GC_C_Rep4_M39	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep4_M39_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_GC_I_Rep2_M32	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_GC_I_Rep2_M32_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_FLT_I_Rep2_M22	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep2_M22_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_FLT_C_Rep3_M27	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep3_M27_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_GC_C_Rep2_M37	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep2_M37_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_GC_C_Rep1_M36	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep1_M36_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_FLT_C_Rep5_M30	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep5_M30_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_FLT_I_Rep1_M21	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_FLT_I_Rep1_M21_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_FLT_C_Rep1_M25	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep1_M25_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_FLT_C_Rep2_M26	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_FLT_C_Rep2_M26_Log.final.out
STAR	SummaryLog	Mmus_C57-6J_LVR_GC_C_Rep3_M38	/tmp/test48,docker/work/d4/4c6662ee723388756b09c3c13d4e41/mqc_in/Mmus_C57-6J_LVR_GC_C_Rep3_M38_Log.final.out
