Module	Section	Sample Name	Source
FastQC	all_sections	GSM4486074_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486074_raw_fastqc.zip
FastQC	all_sections	GSM4486073_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486073_raw_fastqc.zip
FastQC	all_sections	GSM4486072_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486072_raw_fastqc.zip
FastQC	all_sections	GSM4486071_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486071_raw_fastqc.zip
FastQC	all_sections	GSM4486070_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486070_raw_fastqc.zip
FastQC	all_sections	GSM4486069_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486069_raw_fastqc.zip
FastQC	all_sections	GSM4486068_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486068_raw_fastqc.zip
FastQC	all_sections	GSM4486067_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486067_raw_fastqc.zip
FastQC	all_sections	GSM4486066_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486066_raw_fastqc.zip
FastQC	all_sections	GSM4486065_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486065_raw_fastqc.zip
FastQC	all_sections	GSM4486064_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486064_raw_fastqc.zip
FastQC	all_sections	GSM4486063_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486063_raw_fastqc.zip
FastQC	all_sections	GSM4486062_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486062_raw_fastqc.zip
FastQC	all_sections	GSM4486061_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486061_raw_fastqc.zip
FastQC	all_sections	GSM4486060_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486060_raw_fastqc.zip
FastQC	all_sections	GSM4486059_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486059_raw_fastqc.zip
FastQC	all_sections	GSM4486058_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486058_raw_fastqc.zip
FastQC	all_sections	GSM4486056_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486056_raw_fastqc.zip
FastQC	all_sections	GSM4486057_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486057_raw_fastqc.zip
FastQC	all_sections	GSM4486055_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486055_raw_fastqc.zip
FastQC	all_sections	GSM4486054_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486054_raw_fastqc.zip
FastQC	all_sections	GSM4486053_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486053_raw_fastqc.zip
FastQC	all_sections	GSM4486052_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486052_raw_fastqc.zip
FastQC	all_sections	GSM4486051_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486051_raw_fastqc.zip
FastQC	all_sections	GSM4486049_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486049_raw_fastqc.zip
FastQC	all_sections	GSM4486050_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486050_raw_fastqc.zip
FastQC	all_sections	GSM4486048_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486048_raw_fastqc.zip
FastQC	all_sections	GSM4486046_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486046_raw_fastqc.zip
FastQC	all_sections	GSM4486047_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486047_raw_fastqc.zip
FastQC	all_sections	GSM4486044_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486044_raw_fastqc.zip
FastQC	all_sections	GSM4486045_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486045_raw_fastqc.zip
FastQC	all_sections	GSM4486043_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486043_raw_fastqc.zip
FastQC	all_sections	GSM4486042_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486042_raw_fastqc.zip
FastQC	all_sections	GSM4486041_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486041_raw_fastqc.zip
FastQC	all_sections	GSM4486040_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486040_raw_fastqc.zip
FastQC	all_sections	GSM4486039_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486039_raw_fastqc.zip
FastQC	all_sections	GSM4486038_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486038_raw_fastqc.zip
FastQC	all_sections	GSM4486037_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486037_raw_fastqc.zip
FastQC	all_sections	GSM4486036_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486036_raw_fastqc.zip
FastQC	all_sections	GSM4486035_raw	/tmp/.nf-test/tests/cc7b6a2958286aab2d618b022bf34774/work/53/46b92f4b7f5f134cd701675ba5671d/mqc_in/GSM4486035_raw_fastqc.zip
